index,claims,text_tokens,claim_idx,claim_vector
5330,"[{'start': 0, 'end': 13}]","['भारतीय', 'सेना', 'के', 'जवानों', 'ने', 'हर', 'बार', 'चीन', 'की', 'कोशिशों', 'को', 'किया', 'नाकाम', '#IndiaChinaFaceOff', 'https://t.co/FIRNt1RsNM']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5331,[],"['आजतक', 'और', 'इंडिया', 'टुडे', 'के', 'पत्रकारों', 'की', 'ग्राउंड', 'रिपोर्ट', 'देखें', 'इंडिया', 'टुडे', 'सोशल', 'यूट्यूब', 'चैनल', 'पर', '.', 'आज', 'ही', 'सब्सक्राइब', 'करें', '#IndiaTodaySocial', ':', 'https://t.co/pAf3epIRED', '#Promo', '#ITGSocial', 'https://t.co/MUA7jXeimL']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5332,"[{'start': 31, 'end': 40}, {'start': 107, 'end': 123}]","['मेरे', 'प्यारे', 'भारतवर्ष', 'के', 'सभी', 'हिंदू', 'भाई', '-', 'बहनों', 'को', 'प्रणाम', '।', 'मैं', 'गुजरात', 'सूरत', 'के', 'सिटी', 'लाइट', 'एरिया', 'में', 'रहता', 'हूं', '।', 'आज', 'मैंने', 'एक', 'अनोखी', 'घटना', 'देखी', 'और', 'क्योंकि', 'कोरोनावायरस', 'की', 'बीमारी', 'बहुत', 'तेजी', 'से', 'फैल', 'रही', 'है', 'इसलिए', 'आपसे', 'गुजारिश', 'करता', 'हूं', 'कि', 'इसको', 'पूरा', 'सुनें', 'फिर', 'आपको', 'जो', 'निर्णय', 'सही', 'लगे', 'वो', 'करे', '।', 'मैं', 'आज', 'सुबह', 'मॉर्निंग', 'वॉक', 'पर', 'निकला', '।', 'जब', 'मैं', 'मॉर्निंग', 'वॉक', 'पर', 'निकलता', 'हूं', 'तो', 'दूध', 'और', 'सब्जी', 'भी', 'ले', 'आता', 'हूं', 'साथ', 'में', '।', 'पर', 'आज', 'मेरे', 'एरिया', 'में', 'आज', 'पहली', 'बार', 'मैंने', 'एक', 'अनोखी', 'बात', 'देखी', 'सुबह', 'वॉक', 'करते', '-', 'करते', 'कि', 'हर', 'चौराहे', 'पर', 'करीब', '15', 'से', '16', 'थ्री', 'व्हीलर', 'टेम्पो', 'देखे', 'जिसमें', 'मुस्लिम', 'लड़के', 'सब्जी', 'और', 'फ्रूट्स', 'बेच', 'रहे', 'थे', '।', 'मुझ', 'इसलिए', 'शंका', 'होती', 'है', 'कि', 'मैं', '8', 'सालों', 'से', 'यहां', 'रह', 'रहा', 'हूं', 'मैंने', 'पहले', 'इन्हें', 'कभी', 'नहीं', 'देखा', '।']","{31, 32, 33, 34, 35, 36, 37, 38, 39, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5333,[],"['@U72161952', 'श्री', 'राम', 'सनातनी', 'भाई', 'बहनों', '@U69594281', 'घड़ी', 'nirma', 'और', '@U69594281', 'luks', 'साबुन', 'का', 'add', '@U86034378', 'महानायक', '@U69594281', 'कमीनी', 'कपूर', 'करती', 'हैं', 'इसका', 'बहिष्कार', 'करो', '@U18179557', '@U67131236', '@U75698713', '@U28559703', '@U13246347', '@U77636482', '@U84370567', '@U64628448', '@U27997531', '@U64280643']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5334,[],"['किसी', 'के', 'विरोध', 'में', 'इतना', 'अंधा', 'हो', 'जाना', 'की', ',', 'सपनो', 'के', 'शहर', 'Mumbai', 'को', 'Pok', 'से', 'compare', 'करना', ',', 'ये', '#KangnaPagalHai', 'इसको', 'सही', 'साबित', 'करता', 'है', '.']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5335,"[{'start': 3, 'end': 9}]","['ब्रेकिंग', 'न्यूज', '-', 'वीड', 'से', 'खत्म', 'होता', 'है', 'कोरोनोवायरस', '।']","{3, 4, 5, 6, 7, 8}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
5336,"[{'start': 0, 'end': 16}]","['राहुल', 'गांधी', ',', 'CM', 'ममता', 'बनर्जी', 'ने', 'पूर्व', 'राष्ट्रपति', 'प्रणब', 'मुखर्जी', 'के', 'निधन', 'पर', 'जताया', 'दुख', 'https://t.co/oLP3mCgV1N']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5337,"[{'start': 0, 'end': 13}]","['अनुराग', 'कश्यप', 'ने', 'शेयर', 'किया', 'बरेली', 'के', '#BJP', 'विधायक', 'की', 'बेटी', 'का', 'वीडियो', ',', 'कहा', '-', 'इनकी', 'मदद', 'करें', ',', 'इन्हें', 'जान', 'का', 'खतरा', 'है', 'https://t.co/tsFiGq5WSz', 'https://t.co/vdr80VVg4T']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5338,"[{'start': 0, 'end': 16}]","['सुशांत', 'सिंह', 'राजपूत', 'केस', 'को', 'लेकर', 'बिहार', 'के', 'मुख्यमंत्री', 'नीतीश', 'कुमार', 'का', 'बयान', 'सामने', 'आया', 'है', '#SushantSinghRajputDeathCase', '@U61305297', 'https://t.co/lz6oWWeUlO']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
5339,"[{'start': 0, 'end': 22}]","['थम', 'नहीं', 'रही', 'शिवसेना', 'और', 'कंगना', 'रनौत', 'के', 'बीच', 'जुबानी', 'जंग', ',', 'अभिनेत्री', 'की', ""'"", 'मानसिक', 'स्थिति', ""'"", 'को', 'लेकर', 'की', 'टिप्पणी', '#ShivSena', '#Saamana', '#KanganaRanaut', 'https://t.co/YotSN3jQXf']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
5340,"[{'start': 3, 'end': 28}]","['RT', '@U52338300', ':', 'रिया', 'चक्रवर्ती', 'गिरफ़्तार', ',', 'गोदी', 'मीडिया', 'ने', 'ली', 'राहत', 'की', 'साँस', ',', 'भक्तों', 'में', 'जागी', 'अच्छे', 'दिन', 'की', 'आस', '!', 'अब', 'बेरोजगारी', 'खत्म', 'हो', 'जाएगी', '…']","{3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5341,"[{'start': 0, 'end': 13}]","['गांवों', 'में', 'काम', 'नहीं', ',', 'अगस्त', 'में', 'देश', 'में', 'बढ़ी', 'बेरोजगारों', 'की', 'फौज', 'https://t.co/ZrRAkHkJ5T', 'via', '@U59792336']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
5342,"[{'start': 0, 'end': 14}]","['महाराष्ट्र', 'में', 'घर', 'खरीदना', 'होगा', 'सस्ता', ',', 'डिस्काउंटेड', 'रेट', 'पर', 'होगी', 'मकानों', 'की', 'रजिस्ट्री', 'https://t.co/s2IIyOoUiz', 'via', '@U59792336', '#Housing', '#Property']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
5343,"[{'start': 0, 'end': 37}]","['सात', 'भाजपा', 'उम्मीदवारों', 'को', '211,820', 'वोट्स', 'मिलें', 'जो', 'इशारा', 'करता', 'है', 'की', 'ईवीएम', 'हैक', 'किये', 'गए', 'थे', 'भारतीय', 'जनता', 'पार्टी', 'और', 'कांग्रेस', 'पार्टी', 'के', 'कई', 'उम्मीदवारों', 'को', 'एक', 'जैसे', '-', 'क्रमशः', '211,820', 'और', '140,295', 'वोट', 'मिले', 'हैं', '।', 'बिना', 'EVM', 'सेटिंग', 'ये', 'कैसे', 'सम्भव', 'हो', 'सकता', 'है', '|']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5344,"[{'start': 5, 'end': 10}]","['@U10824872', '@U35359207', 'दुखद', 'खबर', '😭', 'अमिताभ', 'बच्चन', 'अब', 'नहीं', 'रहे', 'मर्द', '👈', '👈', '😂']","{5, 6, 7, 8, 9}","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
5345,"[{'start': 0, 'end': 14}]","['कोई', 'नहीं', 'कर', 'सकता', 'रेलवे', 'का', 'निजीकरण', ',', 'सरकार', 'की', 'ऐसी', 'कोई', 'योजना', 'नहीं', '-', 'रेल', 'मंत्री', 'पीयूष', 'गोयल', 'https://t.co/hYGqpUMkvV', '.', '@U26593118', '@U56089726', 'https://t.co/TPEful3BQ2']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5346,"[{'start': 0, 'end': 37}]","['टेलीकॉम', 'कंपनियों', 'को', 'सुप्रीम', 'कोर्ट', 'से', 'बड़ी', 'राहत', ',', 'सुप्रीम', 'कोर्ट', 'ने', 'बकाया', 'AGR', 'जमा', 'करने', 'के', 'लिए', '10', 'साल', 'का', 'वक्त', 'दिया', ',', 'टेलीकॉम', 'कंपनियों', 'को', 'बकाये', 'का', '10', 'फीसदी', '31', 'मार्च', '2021', 'तक', 'चुकाना', 'होगा', '#SupremeCourt', 'https://t.co/fWAbt5G3zW']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5347,"[{'start': 0, 'end': 13}, {'start': 15, 'end': 39}]","['आईपीएल', '2020', 'से', 'पहले', 'चेन्नई', 'सुपरकिंग्स', '(', 'सीएसके', ')', 'को', 'तगड़ा', 'झटका', 'लगा', 'है', '.', 'सुरेश', 'रैना', 'भारत', 'लौट', 'गए', 'हैं', '.', 'वे', 'अब', 'आईपीएल', '2020', 'में', 'हिस्सा', 'नहीं', 'लेंगे', '.', 'उन्होंने', 'पर्सनल', 'वजहों', 'से', 'यह', 'फैसला', 'लिया', 'है', '.', 'https://t.co/Nraipp6XZN']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5348,"[{'start': 0, 'end': 25}]","['राहुल', 'और', 'प्रियंका', 'के', 'पोस्टर', 'जो', 'बिहार', 'और', 'प्रयागराज', 'कुम्भ', 'में', 'उनके', 'कार्यकर्ता', 'लगा', 'रहे', 'है', 'वे', 'हिन्दू', 'देवी', 'देवताओं', 'का', 'अपमान', 'कर', 'रहे', 'है', '।', 'क्या', 'इन', 'कार्यकताओं', 'में', 'इतनी', 'हिम्मत', 'है', 'कि', 'इशामासीह', 'और', 'कुरान', 'शरीफ', 'और', 'पवित्र', 'मक्का', 'मदीना', 'के', 'पोस्टर', 'में', 'राहुल', 'और', 'प्रियंका', 'की', 'तस्वीर', 'लगाए', '।', 'है', 'हिम्मत', 'क्या', '?']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5349,"[{'start': 0, 'end': 29}]","['पूर्व', 'राष्ट्रपति', ',', 'भारत', 'रत्न', 'श्री', 'प्रणब', 'मुखर्जी', 'जी', 'का', 'निधन', 'राष्ट्र', 'की', 'अपूरणीय', 'क्षति', 'है', '।', 'वह', 'सार्वजनिक', 'जीवन', 'में', 'शुचिता', ',', 'पारदर्शिता', 'एवं', 'स्पष्टवादिता', 'की', 'प्रतिमूर्ति', 'थे', '।', 'परिजनों', 'के', 'प्रति', 'मेरी', 'संवेदनाएं', '।', 'ईश्वर', 'से', 'प्रार्थना', 'है', 'कि', 'दिवंगत', 'आत्मा', 'को', 'अपने', 'परमधाम', 'में', 'स्थान', 'दें', '।', 'ॐ', 'शांति', '!']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5350,"[{'start': 0, 'end': 8}]","['NCB', 'ने', 'रिया', 'चक्रवर्ती', 'से', 'की', 'लंबी', 'पूछताछ', '#SushantSinghRajputCase', 'https://t.co/jdxgdK3MDx']","{0, 1, 2, 3, 4, 5, 6, 7}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5351,[],"['!', '“', 'देश', 'के', 'ग़द्दारों', 'को', ',', 'गोली', 'मारो', 'सालो', 'को', '”', 'अनुराग', 'ठाकुर', '👈', 'ये', 'तो', 'वही', 'कहावत', 'हों', 'गयी', ',', '“', 'आ', 'बैल', ',', 'मुझे', 'मार', '“', 'भाजपा', 'के', 'मंत्रीयो', 'को', 'कूटते', 'भारतीय', 'लोग', '👇', '👇', '👇']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5352,[],"['टीवी', 'पर', 'पहली', 'बार', '...', 'वो', 'बम', ',', 'जो', 'दुनिया', 'ही', 'उड़ा', 'देता', '!', 'धरती', 'का', ""'"", 'महा', '-', 'विनाशक', ""'"", 'देखिए', '7', ':', '27', 'PM', '@U84310493', 'पर', 'https://t.co/DFWOuxYcFv']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5353,"[{'start': 9, 'end': 43}]","['“', 'योगी', 'जी', 'के', 'राज', 'पर', 'एक', 'नज़र', '”', 'नृशंस', 'हत्याएँ', 'अख़बार', 'कीं', 'सुर्ख़ियाँ', 'बनी', 'हैं', 'और', 'बाबा', 'जी', 'जनता', 'के', 'घाव', 'पर', 'नमक', 'छिड़क', 'रहे', 'हैं', ',', 'विधान', 'सभा', 'में', 'अपराध', 'रोकने', 'के', 'नाम', 'पर', 'अपनी', 'पीठ', 'थप', '-', 'थपा', 'रहे', 'हैं', '।', 'https://t.co/ZjiQfOAA3J']","{9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5354,[],"['चमचों', 'की', 'चचडी़', 'फिर', 'जली', 'साले', 'कुतरे', 'नौंच', 'नौंच', 'खाते', 'रहे', 'सतर', 'साल', 'से', 'किसान', 'को', 'अब', 'इनका', 'हुक्का', 'पानी', 'बंद', 'किया', 'तो', 'पिछवाड़े', 'से', 'धु', 'धु', 'कर', 'धुआ', 'निकल', 'रहा', 'इनके', '।', 'ये', 'बदजात', 'किसी', 'के', 'नहीं', '#किसानसंगप्रधानमंत्रीमोदी', '√', '√', '√']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5355,"[{'start': 4, 'end': 17}]","['रिपोर्ट', 'के', 'मुताबिक', ',', 'अब', 'अमेरिका', 'के', 'बराबर', 'हो', 'चली', 'है', 'चीन', 'के', 'परमाणु', 'हथियारों', 'की', 'संख्या', '#NuclearWeapons', 'https://t.co/bsabdGOkrj']","{4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5356,"[{'start': 0, 'end': 38}]","['इटौंजा', 'क्षेत्र', 'के', 'अंतर्गत', 'सरकारी', 'स्वास्थ्य', 'केंद्र', 'के', 'डॉक्टर', 'रक्षक', 'की', 'जगह', 'बने', 'भक्षक', 'लखनऊ', 'के', 'इटौंजा', 'सरकारी', 'स्वास्थ्य', 'केंद्र', 'के', 'डॉक्टर', 'और', 'कर्मचारियों', 'ने', 'एक', 'गर्भवती', 'महिला', 'और', 'उसके', 'पति', 'को', 'लात', 'घूसे', 'से', 'पीटकर', 'किया', 'इलाज', 'जब', 'खुशबू', 'नाम', 'की', 'गर्भवती', 'महिला', 'अपने', 'पति', 'और', 'सास', 'के', 'साथ', 'इटौंजा', 'के', 'सरकारी']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5357,"[{'start': 0, 'end': 16}]","['इन', '5', 'राज्यों', 'में', 'बंपर', 'सरकारी', 'नौकरी', ',', '10वीं', 'पास', 'से', 'ग्रेजुएट्स', 'तक', 'के', 'लिए', 'मौका', '#Jobs', '#GovernmentJobs', 'https://t.co/wBDanPAs5g']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
